Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Image Src
,"Rechargeable LED Flashlights, Super Bright Handheld Flashlight, 7 Modes with COB Work Light, Tactical Flash Light for Home","""<p><img src=""https://ae01.alicdn.com/kf/Sf4d9e4941f7d4dfe93e6b3eda08e38f0U.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S9786673c382c4a50a849df7c374379c6K.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/Se8f6b357e2fc4f18bb0a6faab381f55au.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S424f517e6f4346ff9f3f734b18eb92beC.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S5fcfd663a5314c54af1f85cc7ccc2ae1l.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S1bf28dd349dc400da35a69fd579f73b6I.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S1434f382775847ef8f27a03582cd4064W.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S3dbda969e31a40768d7e02581b62035f6.jpg"" slate-data-type=""image""/></p>
<script>window.adminAccountId=6002601655;</script>
""",,,"Rechargeable LED Flashlights, Super Bright Handheld Flashlight, 7 Modes with COB Work Light, Tactical Flash Light for Home",True,Emitting Color,"1pc,2 pcs",,,,,deny,manual,0.99,16.96,https://ae-pic-a1.aliexpress-media.com/kf/Sf4d9e4941f7d4dfe93e6b3eda08e38f0U.jpg
,1600000 LM Super Bright Flashlight USB Rechargeable LED Long Range Tactical Torch Outdoor Waterproof Camping Fishing Lantern,"""<div class=""detailmodule_html""><div class=""detail-desc-decorate-richtext""><div><div><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><img src=""https://ae01.alicdn.com/kf/See74b1b51c724b5bb7ccab1b8631ac1b3.jpg"" slate-data-type=""image""/></p><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><strong><span style=""font-size:20px"">Product Description:<br/>●Material: high hardness ABS</span></strong></p><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><strong><span style=""font-size:20px"">●Charge:Type-C charging, supports output</span></strong></p><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><strong><span style=""font-size:20px"">●Mode: 3 modes</span></strong></p><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><strong><span style=""font-size:20px"">●Waterproof: Life waterproof</span></strong></p><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><strong><span style=""font-size:20px"">●Zoom mode: telephoto zoom</span></strong></p><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><strong><span style=""font-size:20px"">●Lighting distance: 1500M</span></strong></p><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><strong><span style=""font-size:20px"">●Battery life: 3-5 hours</span></strong></p><div> </div><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><strong><span style=""font-size:20px"">●Small in size and made of high-hardness ABS, it not only ensures the strength of the product but also reduces its weight, making it suitable for outdoor adventures and daily use.</span></strong></p><div> </div><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><strong><span style=""font-size:20px"">●Ideal for hunting, exploring and other outdoor adventures</span></strong></p><div> </div><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><strong><span style=""font-size:20px"">●This product has a battery reminder function, allowing you to know the battery status of the flashlight anytime and anywhere.</span></strong></p><div> </div><p style=""font-family:&quot;TT Norms Pro&quot;, &quot;Open Sans&quot;, Roboto, Arial, Helvetica, sans-serif, SimSun;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(34, 34, 34);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box"" align=""start""><strong><span style=""font-size:20px"">●Waterproof According to EU regulations, it is waterproof and can be used in rainy days, but cannot be placed in water.</span></strong></p></div><div> </div></div><div><div><img class=""detail-desc-decorate-image"" src=""https://ae01.alicdn.com/kf/Scdd9a0fa891a4951ae637a855c67ec96a.jpg"" slate-data-type=""image""/></div></div><div><p style=""font-family:OpenSans;font-size:20px;font-weight:900;line-height:28px;white-space:pre-wrap;color:rgb(0, 0, 0);margin-bottom:12px"" class=""detail-desc-decorate-title"">Telescopic Zoom</p><div><img class=""detail-desc-decorate-image"" src=""https://ae01.alicdn.com/kf/Scfd20697662a4046b81d0f14bd7d105b9.jpg"" slate-data-type=""image""/></div></div><div><p style=""font-family:OpenSans;font-size:20px;font-weight:900;line-height:28px;white-space:pre-wrap;color:rgb(0, 0, 0);margin-bottom:12px"" class=""detail-desc-decorate-title"">USB Rechargeable</p><div><img class=""detail-desc-decorate-image"" src=""https://ae01.alicdn.com/kf/S9695395e8a484f5695f5e3215e9ba63dp.jpg"" slate-data-type=""image""/></div></div><div><p style=""font-family:OpenSans;font-size:20px;font-weight:900;line-height:28px;white-space:pre-wrap;color:rgb(0, 0, 0);margin-bottom:12px"" class=""detail-desc-decorate-title"">Power Display</p><div><img class=""detail-desc-decorate-image"" src=""https://ae01.alicdn.com/kf/S20d56127ec644f03816278c86c650e1ak.jpg"" slate-data-type=""image""/></div></div><div><p style=""font-family:OpenSans;font-size:20px;font-weight:900;line-height:28px;white-space:pre-wrap;color:rgb(0, 0, 0);margin-bottom:12px"" class=""detail-desc-decorate-title"">Sturdy ABS Material</p><div><img class=""detail-desc-decorate-image"" src=""https://ae01.alicdn.com/kf/S09339644869b406d9c1dd66f582171f2N.jpg"" slate-data-type=""image""/></div></div><div><p style=""font-family:OpenSans;font-size:20px;font-weight:900;line-height:28px;white-space:pre-wrap;color:rgb(0, 0, 0);margin-bottom:12px"" class=""detail-desc-decorate-title"">Waterproof</p><div><img class=""detail-desc-decorate-image"" src=""https://ae01.alicdn.com/kf/Sa1ab5b96eeab4316a6538c61c0c5ab2ed.jpg"" slate-data-type=""image""/></div></div><div><br/></div></div></div><p><br/></p>
<script>window.adminAccountId=2684498011;</script>
""",,,1600000 LM Super Bright Flashlight USB Rechargeable LED Long Range Tactical Torch Outdoor Waterproof Camping Fishing Lantern,True,Emitting Color,"black,P50,S384-A",,,,,deny,manual,0.99,9.69,https://ae-pic-a1.aliexpress-media.com/kf/S105e1d2f2a7a41d297f41b7b2b1a52b7S.jpg
,"High Lumens Rechargeable Flashlight 2 Pack, Super Bright LED Tactical Light with 7 Modes, Zoomable, Waterproof for Camping","""<p><img src=""https://ae01.alicdn.com/kf/Sa379d6a1da834641886798101e9c68dbd.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S6430a633f87a495c9dab19bad2287186O.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/Sa6872043fdfc4fc484723ec2d1024203q.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S21baf84376c241db8c39a1cdb548d394c.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/Se475cefd8f5f4e0b9e8b8add72ba0e54v.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S667956edbf93425bbe2eaf03f3fa8979X.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S4ae45f71e9c84693b58610b7be15d2fem.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S6c5f3065f5a140c88f7aea007be77e4ce.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/Sd57a41a608fb4db9bd2d79c050e17d6a7.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S4a106a0d4f88429cb5f1d66aac818d70I.jpg"" slate-data-type=""image""/></p>
<script>window.adminAccountId=6003897797;</script>
""",,,"High Lumens Rechargeable Flashlight 2 Pack, Super Bright LED Tactical Light with 7 Modes, Zoomable, Waterproof for Camping",True,Emitting Color,WHITE,,,,,deny,manual,7.58,19.16,https://ae-pic-a1.aliexpress-media.com/kf/Sa379d6a1da834641886798101e9c68dbd.jpg
,99000000LM 1500W Ultra Powerful Flashlights Rechargeable LED Tactical Torch Super Bright Lamp Outdoor Adventure Fishing Camping,"""<p style=""text-align:center"" align=""center""><span style=""color:rgb(244, 78, 59);font-size:22px;font-family:arial, helvetica, sans-serif""><strong>The latest ultra-high brightness 1500W flashlight丨6 main light modes + 5 tail light COB modes</strong></span></p><p><br/></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">💡Equipped with the latest high-power and high-brightness 1500W wick, it can illuminate the dark night up to 8,000 meters away. It has 11 modes of main light + COB light, providing different lighting options and suitable for different scenes. Industrial thickened shell, lightweight, drop-resistant and portable. IPX6 waterproof and dustproof, fully sealed lamp body, can be used normally in bad weather such as rain and snow. Equipped with an OLED digital display to intuitively display the remaining power, it supports TYPE-C charging + power output, and can be charged outdoors for emergencies. Built-in 15000mAh large-capacity battery supports lighting for up to 22 hours. Equipped with a lanyard, it is easy to carry and meets your lighting needs for outdoor adventures, fishing, camping, home emergency, etc.</span></p><p><span style=""background-color:rgb(252, 220, 0);font-size:16px;font-family:arial, helvetica, sans-serif""><strong>✨ Please note that there are 2 different flashlights to choose from in this list.</strong></span></p><p><span style=""background-color:rgb(252, 220, 0);font-size:16px;font-family:arial, helvetica, sans-serif""><strong>We highly recommend the &quot;Strong Light&quot;: it provides ultra-bright lighting, is lightweight and portable, and is perfect for everyday use, outdoor activities and emergencies. 27.6*5.5*7cm/10.86*2.16*2.75inch</strong></span></p><p><span style=""background-color:rgb(252, 220, 0);font-size:16px;font-family:arial, helvetica, sans-serif""><strong>&quot;Small Light&quot;: This is a compact emergency flashlight designed for families who already have a large flashlight. Smaller in size and less bright than a bright flashlight. Its range is only 500 meters. 4*16*3.1cm/1.57*6.30*1.22inch</strong></span><img src=""https://ae01.alicdn.com/kf/S31ba22dbbce2408ba0af363cc154d719v.png"" slate-data-type=""image""/><span style=""background-color:rgb(252, 220, 0);font-size:20px;font-family:arial, helvetica, sans-serif""><strong>&lt;&lt;Specification&gt;&gt;</strong></span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Brand: PAWEINUO</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Lamp wick: 1500W LED+COB</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Lighting color: White light / red light / blue light</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Lighting distance: Up to 8000M</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Zoom: Telescopic zoom</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Charging method: Type-c fast charging</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Battery: Built-in 15000mAh battery</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Output power: 5V 1A</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Power display: OLED display</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Waterproof: IPX6, not for underwater.</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Net weight: About 388g</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Large Size: 27.6*5.5*7cm \ 10.86*2.16*2.75inch</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Small Size: 16*4*3.1cm\ 6.30*1.57*1.22inch</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">- Under normal circumstances,logistics timeliness: 5-7 days for Korea by air; 6-10 days for Spain and France; about 8-15 days for other countries.</span><img src=""https://ae01.alicdn.com/kf/S3dc25d3a56ad43d49a76a85516c8b43cd.png"" slate-data-type=""image""/></p><p><span style=""background-color:rgb(252, 220, 0);font-size:20px;font-family:arial, helvetica, sans-serif""><strong>&lt;&lt;Lighting Modes&gt;&gt;</strong></span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">① Main light: Strong light - medium light - low light - fast flash - sos - Super Bright (Super bright switch)</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">② Tail COB light: White light strong light - white light weak light - blue light - red light - red light and blue light flash</span></p><p><span style=""background-color:rgb(252, 220, 0);font-size:20px;font-family:arial, helvetica, sans-serif""><strong>&lt;&lt;Notes on use&gt;&gt;</strong></span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">🔥Built-in battery, please do not disassemble the flashlight at will!</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">🔥Due to long-distance transportation and long-term storage, the built-in battery of the flashlight is in a weak state and cannot achieve optimal battery life. Please charge for 8 hours continuously before use, and then turn on the phone after the battery is fully charged~</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">🔥When the light flashes abnormally, please charge it in time.</span></p><p><span style=""font-size:18px;font-family:arial, helvetica, sans-serif"">🔥&quot;Small light &quot;Flashlight is a household emergency flashlight with a lighting distance of 500 meters.</span><img width=""790"" height=""1053"" src=""https://ae01.alicdn.com/kf/Sb4007860897d40698fcdac6d4c562e183.png"" slate-data-type=""image""/><img width=""790"" height=""1050"" src=""https://ae01.alicdn.com/kf/S33b6af5469e64f789b65572eaac5d0dac.jpg"" slate-data-type=""image""/><img width=""790"" height=""790"" src=""https://ae01.alicdn.com/kf/S4ac9ea2067a24f7884a308470e1d47cfq.png"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/Scd232f5a2b284ae583c793c23ed764aa4.png"" slate-data-type=""image""/><img width=""790"" height=""790"" src=""https://ae01.alicdn.com/kf/S2e99a9b1348946e48bb5cbb4c9a42e24A.png"" slate-data-type=""image""/></p><p><span style=""background-color:rgb(252, 220, 0);font-size:20px;font-family:arial, helvetica, sans-serif""><strong>Product actual pictures</strong></span></p><p><img width=""790"" height=""592"" src=""https://ae01.alicdn.com/kf/S4ce054beb6704ff9bec98e702599219fV.jpg"" slate-data-type=""image""/><img width=""790"" height=""592"" src=""https://ae01.alicdn.com/kf/S2168afca1c9a4cf397e278add436a5a1Z.png"" slate-data-type=""image""/><img width=""790"" height=""592"" src=""https://ae01.alicdn.com/kf/Sc7a38cadefdb416490365163d5513914M.png"" slate-data-type=""image""/><img width=""790"" height=""1053"" src=""https://ae01.alicdn.com/kf/S2af3cc22a6e24595a006112e503ebd06F.jpg"" slate-data-type=""image""/><img width=""790"" height=""395"" src=""https://ae01.alicdn.com/kf/S362cbc1c663d48d09f1c11bd465a44afO.png"" slate-data-type=""image""/></p><p><strong><span style=""background-color:rgb(252, 220, 0);font-size:20px;font-family:arial, helvetica, sans-serif"">3-key switch, 11 mode operation</span></strong></p><p><img width=""790"" height=""790"" src=""https://ae01.alicdn.com/kf/Saf4dc7ec40e446e389620804b86f96bam.png"" slate-data-type=""image""/></p><p><span style=""background-color:rgb(252, 220, 0);font-size:20px;font-family:arial, helvetica, sans-serif""><strong>Telescopic zooms,illuminating up to 8000 meters</strong></span></p><p><img width=""790"" height=""790"" src=""https://ae01.alicdn.com/kf/Scf103a19c36b46e1bc6f6491c967bd06d.png"" slate-data-type=""image""/></p><p><strong><span style=""background-color:rgb(252, 220, 0);font-size:20px;font-family:arial, helvetica, sans-serif"">Equipped with shoulder strap to free your hands</span></strong></p><p><img width=""790"" height=""790"" src=""https://ae01.alicdn.com/kf/S483d097f9f1d4866aa10cd13b3f8b96fm.jpg"" slate-data-type=""image""/><img width=""790"" height=""790"" src=""https://ae01.alicdn.com/kf/Sce2e0960b2654ccab0f30f2ec1328cb5m.png"" slate-data-type=""image""/></p><p><span style=""background-color:rgb(252, 220, 0);font-size:20px;font-family:arial, helvetica, sans-serif""><strong>OLED digital display, clearly know the remaining power of the flashlight</strong></span></p><p><img src=""https://ae01.alicdn.com/kf/Sb3a45b19395c43f39e34a632753b85e6f.jpg"" slate-data-type=""image""/></p><p><span style=""background-color:rgb(252, 220, 0);font-size:20px;font-family:arial, helvetica, sans-serif""><strong>Type-C fast charging! Fully charged in 4-6 hours, can also be used as an emergency power bank for mobile phones</strong></span></p><p><img src=""https://ae01.alicdn.com/kf/Se775a7de268f4dae809dc4668d11578at.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S0653e5e984ef453f8775384d94c19475E.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/Sff7de0ce56434a2d99683589cac9f7d0m.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S239d6ab21de943d1bd2f7ca7ccc04b2cg.jpg"" slate-data-type=""image""/><img src=""https://ae01.alicdn.com/kf/S802b76a7819b4f04bd52f7d9f4af6d47p.jpg"" slate-data-type=""image""/></p>
<script>window.adminAccountId=2675570258;</script>
""",,,99000000LM 1500W Ultra Powerful Flashlights Rechargeable LED Tactical Torch Super Bright Lamp Outdoor Adventure Fishing Camping,True,Emitting Color,"Super Bright,Small Light",,,,,deny,manual,0.99,15.14,https://ae-pic-a1.aliexpress-media.com/kf/S32360805ad9c4a358f0faa52d4c5da71G.png
